GWAS	set_id	analysis_class	TF	condition	membership_rule	n_genes_HGNC	n_genes_mapped_to_entrez	size_status	included_in_MAGMA	exact_membership_group_within_class_condition	n_TFs_with_exact_membership	NGENES_MAGMA	post_MAGMA_size_status	BETA	BETA_STD	SE	P	Q_BH_within_condition_class	Q_BH_across_analysis_class	Q_BH_across_primary_signed
T1D	SCTF0113	positive	NKX6-1	3-cyt	empirical_p_condition<0.01; split by rho sign	76	40	primary	True	positive|3-cyt|D009	2	40	primary	-0.015052	-0.00068404	0.17392	0.53448	0.8578029268292683	0.9125790781563125	0.9654009041980623
T1D	SCTF0114	positive	NPAS2	3-cyt	empirical_p_condition<0.01; split by rho sign	31	25	exploratory	True	positive|3-cyt|D110	1	25	exploratory	-0.27227	-0.0097856	0.21332	0.89907	0.9636132571428571	0.9866594140127389	0.9841812553321145
T1D	SCTF0115	positive	NR1H3	3-cyt	empirical_p_condition<0.01; split by rho sign	87	69	primary	True	positive|3-cyt|D111	1	69	primary	-0.036307	-0.0021654	0.12178	0.61719	0.863101640625	0.9215174237288136	0.9663163603603603
T1D	SCTF0116	positive	NR1H4	3-cyt	empirical_p_condition<0.01; split by rho sign	46	33	primary	True	positive|3-cyt|D112	1	33	primary	-0.086985	-0.0035912	0.1831	0.68263	0.8919034306569342	0.9263193630573249	0.9684740828402367
T1D	SCTF0117	positive	NR2C2	3-cyt	empirical_p_condition<0.01; split by rho sign	42	23	exploratory	True	positive|3-cyt|D113	1	22	exploratory	-0.043964	-0.0014824	0.20608	0.58446	0.8578029268292683	0.9215174237288136	0.9663163603603603
T1D	SCTF0118	positive	NR2F1	3-cyt	empirical_p_condition<0.01; split by rho sign	101	64	primary	True	positive|3-cyt|D114	1	64	primary	0.2808	0.016132	0.13451	0.018426	0.4254680833333333	0.4977071020408163	0.6090138208955224
T1D	SCTF0119	positive	NR2F6	3-cyt	empirical_p_condition<0.01; split by rho sign	52	36	primary	True	positive|3-cyt|D115	1	36	primary	0.012542	0.0005408	0.16164	0.46907	0.8396352999999999	0.9003951351351351	0.9537913734939759
T1D	SCTF0120	positive	NR3C1	3-cyt	empirical_p_condition<0.01; split by rho sign	38	26	exploratory	True	positive|3-cyt|D116	1	26	exploratory	0.13283	0.0048686	0.2087	0.26224	0.7880881818181819	0.8480538947368421	0.9537913734939759
T1D	SCTF0121	positive	NR3C2	3-cyt	empirical_p_condition<0.01; split by rho sign	32	18	exploratory	True	positive|3-cyt|D117	1	18	exploratory	-0.13816	-0.0042143	0.26786	0.697	0.9040797101449275	0.9351874015748031	0.9746383333333334
T1D	SCTF0122	positive	NRF1	3-cyt	empirical_p_condition<0.01; split by rho sign	87	56	primary	True	positive|3-cyt|D118	1	56	primary	0.0442	0.0023757	0.1352	0.37186	0.7946854166666667	0.8904712605042017	0.9537913734939759
T1D	SCTF0123	positive	NRL	3-cyt	empirical_p_condition<0.01; split by rho sign	89	67	primary	True	positive|3-cyt|D119	1	67	primary	0.11776	0.0069216	0.12882	0.18032	0.7457935555555556	0.8204587878787879	0.9445332923076923
T1D	SCTF0124	positive	PATZ1	3-cyt	empirical_p_condition<0.01; split by rho sign	34	28	exploratory	True	positive|3-cyt|D120	1	28	exploratory	0.036039	0.0013707	0.18316	0.42201	0.7946854166666667	0.9003951351351351	0.9537913734939759
T1D	SCTF0125	positive	PAX4	3-cyt	empirical_p_condition<0.01; split by rho sign	28	23	exploratory	True	positive|3-cyt|D121	1	23	exploratory	0.049923	0.0017211	0.24268	0.41851	0.7946854166666667	0.9003951351351351	0.9537913734939759
T1D	SCTF0126	positive	PAX5	3-cyt	empirical_p_condition<0.01; split by rho sign	46	33	primary	True	positive|3-cyt|D122	1	33	primary	0.31584	0.013039	0.18282	0.042036	0.5016295999999999	0.6095470153846154	0.7319059626168224
T1D	SCTF0127	positive	PAX6	3-cyt	empirical_p_condition<0.01; split by rho sign	56	46	primary	True	positive|3-cyt|D123	1	46	primary	-0.13638	-0.0066453	0.1429	0.83004	0.9636132571428571	0.9754463736263737	0.9841812553321145
T1D	SCTF0128	positive	PBX3	3-cyt	empirical_p_condition<0.01; split by rho sign	30	20	exploratory	True	positive|3-cyt|D124	1	20	exploratory	0.26723	0.0085916	0.25937	0.15144	0.71174875	0.8115167701863353	0.9126487372013651
T1D	SCTF0129	positive	PDX1	3-cyt	empirical_p_condition<0.01; split by rho sign	50	36	primary	True	positive|3-cyt|D125	1	36	primary	0.1044	0.0045013	0.16685	0.26577	0.7880881818181819	0.8480538947368421	0.9537913734939759
T1D	SCTF0130	positive	POU2F1	3-cyt	empirical_p_condition<0.01; split by rho sign	120	73	primary	True	positive|3-cyt|D126	1	73	primary	0.085984	0.0052743	0.11936	0.23564	0.7880881818181819	0.8480538947368421	0.9537913734939759
T1D	SCTF0131	positive	POU2F2	3-cyt	empirical_p_condition<0.01; split by rho sign	56	43	primary	True	positive|3-cyt|D127	1	43	primary	-0.22966	-0.01082	0.14604	0.94208	0.9636132571428571	0.9915755259975816	0.9841812553321145
T1D	SCTF0132	positive	POU3F1	3-cyt	empirical_p_condition<0.01; split by rho sign	127	79	primary	True	positive|3-cyt|D128	1	79	primary	-0.0015236	-9.7211e-05	0.11222	0.50542	0.8578029268292683	0.9071388679245285	0.961397519729425
T1D	SCTF0133	positive	POU6F1	3-cyt	empirical_p_condition<0.01; split by rho sign	32	24	exploratory	True	positive|3-cyt|D129	1	24	exploratory	-0.093777	-0.0033025	0.2042	0.67696	0.8909988235294118	0.9263193630573249	0.9684740828402367
T1D	SCTF0134	positive	POU6F2	3-cyt	empirical_p_condition<0.01; split by rho sign	92	69	primary	True	positive|3-cyt|D130	1	69	primary	-0.026658	-0.0015899	0.13371	0.57901	0.8578029268292683	0.9215174237288136	0.9663163603603603
T1D	SCTF0135	positive	PRDM1	3-cyt	empirical_p_condition<0.01; split by rho sign	64	37	primary	True	positive|3-cyt|D131	1	37	primary	0.071863	0.0031412	0.17349	0.33936	0.7946854166666667	0.8840468181818182	0.9537913734939759
T1D	SCTF0136	positive	PRDM6	3-cyt	empirical_p_condition<0.01; split by rho sign	87	62	primary	True	positive|3-cyt|D132	1	62	primary	-0.17523	-0.0099087	0.13649	0.9004	0.9636132571428571	0.9866594140127389	0.9841812553321145
T1D	SCTF0137	positive	RARA	3-cyt	empirical_p_condition<0.01; split by rho sign	66	45	primary	True	positive|3-cyt|D133	1	44	primary	0.22202	0.010581	0.16267	0.086157	0.6705262173913044	0.7164065116279069	0.8387680184331796
T1D	SCTF0138	positive	RARB	3-cyt	empirical_p_condition<0.01; split by rho sign	128	91	primary	True	positive|3-cyt|D134	1	91	primary	0.13252	0.0090719	0.11596	0.12657	0.71174875	0.7681800000000001	0.8777440650406503
T1D	SCTF0139	positive	REST	3-cyt	empirical_p_condition<0.01; split by rho sign	33	27	exploratory	True	positive|3-cyt|D135	1	27	exploratory	0.18119	0.0067673	0.20317	0.18626	0.7457935555555556	0.8204587878787879	0.9461803603603604
T1D	SCTF0140	positive	RFX1	3-cyt	empirical_p_condition<0.01; split by rho sign	33	29	exploratory	True	positive|3-cyt|D012	2	29	exploratory	-0.024779	-0.00095909	0.18196	0.55416	0.8578029268292683	0.9205390328820117	0.9663163603603603
T1D	SCTF0141	positive	RFX2	3-cyt	empirical_p_condition<0.01; split by rho sign	43	36	primary	True	positive|3-cyt|D136	1	36	primary	-0.045846	-0.0019767	0.1682	0.6074	0.8627236220472441	0.9215174237288136	0.9663163603603603
T1D	SCTF0142	positive	RFX3	3-cyt	empirical_p_condition<0.01; split by rho sign	35	26	exploratory	True	positive|3-cyt|D003	2	26	exploratory	0.07854	0.0028787	0.20616	0.35161	0.7946854166666667	0.8840468181818182	0.9537913734939759
T1D	SCTF0143	positive	RFX4	3-cyt	empirical_p_condition<0.01; split by rho sign	108	68	primary	True	positive|3-cyt|D137	1	68	primary	0.12491	0.0073962	0.1361	0.17936	0.7457935555555556	0.8204587878787879	0.9445332923076923
T1D	SCTF0144	positive	RFX5	3-cyt	empirical_p_condition<0.01; split by rho sign	77	50	primary	True	positive|3-cyt|D138	1	50	primary	0.43065	0.021875	0.16225	0.003977	0.24135912499999998	0.27037468235294115	0.47644602105263156
T1D	SCTF0145	positive	RFX6	3-cyt	empirical_p_condition<0.01; split by rho sign	49	27	exploratory	True	positive|3-cyt|D139	1	27	exploratory	0.16516	0.0061686	0.21767	0.224	0.7880881818181819	0.8442306607929515	0.9537913734939759
T1D	SCTF0146	positive	RORA	3-cyt	empirical_p_condition<0.01; split by rho sign	22	12	exploratory	True	positive|3-cyt|D007	2	12	exploratory	0.070845	0.0017647	0.31681	0.41153	0.7946854166666667	0.9003951351351351	0.9537913734939759
T1D	SCTF0147	positive	RREB1	3-cyt	empirical_p_condition<0.01; split by rho sign	33	29	exploratory	True	positive|3-cyt|D012	2	29	exploratory	-0.024779	-0.00095909	0.18196	0.55416	0.8578029268292683	0.9205390328820117	0.9663163603603603
T1D	SCTF0148	positive	RXRA	3-cyt	empirical_p_condition<0.01; split by rho sign	61	52	primary	True	positive|3-cyt|D013	2	52	primary	-0.0078723	-0.00040778	0.13891	0.5226	0.8578029268292683	0.9125790781563125	0.9640192165397171
T1D	SCTF0149	positive	RXRB	3-cyt	empirical_p_condition<0.01; split by rho sign	36	22	exploratory	True	positive|3-cyt|D140	1	22	exploratory	-0.072768	-0.0024536	0.2125	0.63398	0.8653565151515152	0.9215174237288136	0.9663163603603603
T1D	SCTF0150	positive	SALL4	3-cyt	empirical_p_condition<0.01; split by rho sign	37	29	exploratory	True	positive|3-cyt|D011	2	29	exploratory	0.043199	0.0016721	0.19849	0.41386	0.7946854166666667	0.9003951351351351	0.9537913734939759
T1D	SCTF0151	positive	SCRT1	3-cyt	empirical_p_condition<0.01; split by rho sign	43	31	primary	True	positive|3-cyt|D141	1	31	primary	-0.075008	-0.0030015	0.18387	0.65834	0.8860365413533835	0.9246130097087378	0.9676562854686157
T1D	SCTF0152	positive	SMAD2	3-cyt	empirical_p_condition<0.01; split by rho sign	37	21	exploratory	True	positive|3-cyt|D142	1	21	exploratory	0.19881	0.0065495	0.23271	0.19647	0.7645245652173912	0.8211002764976959	0.9491467914438502
T1D	SCTF0153	positive	SMAD3	3-cyt	empirical_p_condition<0.01; split by rho sign	91	68	primary	True	positive|3-cyt|D143	1	68	primary	-0.0006341	-3.7545e-05	0.12341	0.50205	0.8578029268292683	0.9071388679245285	0.961397519729425
T1D	SCTF0154	positive	SMAD4	3-cyt	empirical_p_condition<0.01; split by rho sign	53	33	primary	True	positive|3-cyt|D144	1	33	primary	-0.18172	-0.0075023	0.17789	0.84649	0.9636132571428571	0.9766525575101488	0.9841812553321145
T1D	SCTF0155	positive	SP1	3-cyt	empirical_p_condition<0.01; split by rho sign	77	50	primary	True	positive|3-cyt|D004	2	50	primary	0.17157	0.008715	0.13775	0.10648	0.6807114285714286	0.7164065116279069	0.8387680184331796
T1D	SCTF0156	positive	SP2	3-cyt	empirical_p_condition<0.01; split by rho sign	103	73	primary	True	positive|3-cyt|D145	1	73	primary	0.066532	0.0040811	0.12059	0.29058	0.7880881818181819	0.853704	0.9537913734939759
T1D	SCTF0157	positive	SP3	3-cyt	empirical_p_condition<0.01; split by rho sign	49	34	primary	True	positive|3-cyt|D146	1	34	primary	-0.22515	-0.0094351	0.1868	0.88596	0.9636132571428571	0.985428093994778	0.9841812553321145
T1D	SCTF0158	positive	SP4	3-cyt	empirical_p_condition<0.01; split by rho sign	91	51	primary	True	positive|3-cyt|D147	1	50	primary	-0.18675	-0.0094861	0.14265	0.90475	0.9636132571428571	0.9866594140127389	0.9841812553321145
T1D	SCTF0159	positive	SREBF1	3-cyt	empirical_p_condition<0.01; split by rho sign	53	47	primary	True	positive|3-cyt|D148	1	47	primary	-0.16246	-0.0080018	0.14453	0.8695	0.9636132571428571	0.9830553359683795	0.9841812553321145
T1D	SCTF0160	positive	SREBF2	3-cyt	empirical_p_condition<0.01; split by rho sign	34	25	exploratory	True	positive|3-cyt|D149	1	24	exploratory	0.090625	0.0031915	0.2171	0.33818	0.7946854166666667	0.8840468181818182	0.9537913734939759
T1D	SCTF0161	positive	TAF1	3-cyt	empirical_p_condition<0.01; split by rho sign	43	36	primary	True	positive|3-cyt|D150	1	36	primary	0.13468	0.0058072	0.17645	0.22265	0.7880881818181819	0.8431013333333334	0.9537913734939759
T1D	SCTF0162	positive	TEF	3-cyt	empirical_p_condition<0.01; split by rho sign	43	32	primary	True	positive|3-cyt|D006	2	32	primary	0.46799	0.019027	0.18354	0.0053935	0.24135912499999998	0.27037468235294115	0.47644602105263156
T1D	SCTF0163	positive	TFE3	3-cyt	empirical_p_condition<0.01; split by rho sign	61	52	primary	True	positive|3-cyt|D013	2	52	primary	-0.0078723	-0.00040778	0.13891	0.5226	0.8578029268292683	0.9125790781563125	0.9640192165397171
T1D	SCTF0164	positive	TFEB	3-cyt	empirical_p_condition<0.01; split by rho sign	50	40	primary	True	positive|3-cyt|D151	1	40	primary	-0.1014	-0.0046083	0.16354	0.73238	0.9364001428571429	0.9510091361639823	0.9795244015444017
T1D	SCTF0165	positive	THAP1	3-cyt	empirical_p_condition<0.01; split by rho sign	56	33	primary	True	positive|3-cyt|D152	1	33	primary	-0.17971	-0.0074193	0.1762	0.84612	0.9636132571428571	0.9766525575101488	0.9841812553321145
T1D	SCTF0166	positive	USF1	3-cyt	empirical_p_condition<0.01; split by rho sign	84	58	primary	True	positive|3-cyt|D153	1	57	primary	-0.036426	-0.0019752	0.14076	0.6021	0.8627236220472441	0.9215174237288136	0.9663163603603603
T1D	SCTF0167	positive	USF2	3-cyt	empirical_p_condition<0.01; split by rho sign	41	29	exploratory	True	positive|3-cyt|D154	1	29	exploratory	0.10576	0.0040934	0.18459	0.28336	0.7880881818181819	0.8480538947368421	0.9537913734939759
T1D	SCTF0168	positive	VEZF1	3-cyt	empirical_p_condition<0.01; split by rho sign	67	48	primary	True	positive|3-cyt|D155	1	47	primary	-0.043103	-0.0021229	0.13852	0.62216	0.8633072868217054	0.9215174237288136	0.9663163603603603
T1D	SCTF0169	positive	XBP1	3-cyt	empirical_p_condition<0.01; split by rho sign	56	37	primary	True	positive|3-cyt|D156	1	37	primary	0.17676	0.0077264	0.16557	0.14286	0.71174875	0.7973070967741936	0.8982563099630996
T1D	SCTF0170	positive	YY1	3-cyt	empirical_p_condition<0.01; split by rho sign	48	38	primary	True	positive|3-cyt|D157	1	38	primary	0.19573	0.0086701	0.17155	0.12696	0.71174875	0.7681800000000001	0.8777440650406503
T1D	SCTF0171	positive	YY2	3-cyt	empirical_p_condition<0.01; split by rho sign	89	57	primary	True	positive|3-cyt|D158	1	57	primary	-0.2027	-0.010991	0.1395	0.92688	0.9636132571428571	0.9915755259975816	0.9841812553321145
T1D	SCTF0172	positive	ZBTB33	3-cyt	empirical_p_condition<0.01; split by rho sign	89	61	primary	True	positive|3-cyt|D159	1	61	primary	-0.10575	-0.0059314	0.13983	0.77525	0.954437808219178	0.9560569452449568	0.980327671641791
T1D	SCTF0173	positive	ZBTB7A	3-cyt	empirical_p_condition<0.01; split by rho sign	42	32	primary	True	positive|3-cyt|D160	1	32	primary	-0.14537	-0.0059099	0.16791	0.80668	0.9636132571428571	0.9693507172995782	0.9841812553321145
T1D	SCTF0174	positive	ZEB1	3-cyt	empirical_p_condition<0.01; split by rho sign	26	15	exploratory	True	positive|3-cyt|D161	1	15	exploratory	-0.038748	-0.001079	0.29769	0.55178	0.8578029268292683	0.9205390328820117	0.9663163603603603
T1D	SCTF0175	positive	ZFP28	3-cyt	empirical_p_condition<0.01; split by rho sign	48	29	exploratory	True	positive|3-cyt|D162	1	29	exploratory	0.23316	0.0090246	0.18544	0.10433	0.6807114285714286	0.7164065116279069	0.8387680184331796
T1D	SCTF0176	positive	ZNF143	3-cyt	empirical_p_condition<0.01; split by rho sign	53	40	primary	True	positive|3-cyt|D163	1	40	primary	0.21627	0.0098285	0.16469	0.094567	0.6807114285714286	0.7164065116279069	0.8387680184331796
T1D	SCTF0177	positive	ZNF263	3-cyt	empirical_p_condition<0.01; split by rho sign	41	31	primary	True	positive|3-cyt|D164	1	31	primary	0.030264	0.001211	0.17632	0.43186	0.7949791836734694	0.9003951351351351	0.9537913734939759
T1D	SCTF0178	positive	ZNF740	3-cyt	empirical_p_condition<0.01; split by rho sign	48	38	primary	True	positive|3-cyt|D165	1	38	primary	0.028496	0.0012623	0.17476	0.43524	0.7949791836734694	0.9003951351351351	0.9537913734939759
T1D	SCTF0179	positive	ZNF76	3-cyt	empirical_p_condition<0.01; split by rho sign	52	36	primary	True	positive|3-cyt|D166	1	36	primary	0.3543	0.015276	0.17891	0.023843	0.4254680833333333	0.4977071020408163	0.6090138208955224
T1D	SCTF0180	positive	AR	IFNg	empirical_p_condition<0.01; split by rho sign	88	56	primary	True	positive|IFNg|D013	1	56	primary	-0.046814	-0.0025162	0.14113	0.62994	0.9520103092783505	0.9215174237288136	0.9663163603603603
T1D	SCTF0181	positive	ARID3A	IFNg	empirical_p_condition<0.01; split by rho sign	11	10	exploratory	True	positive|IFNg|D004	2	10	exploratory	0.19925	0.0045309	0.33397	0.27539	0.9378632558139536	0.8480538947368421	0.9537913734939759
T1D	SCTF0183	positive	ARNT	IFNg	empirical_p_condition<0.01; split by rho sign	64	40	primary	True	positive|IFNg|D014	1	40	primary	0.11597	0.0052703	0.15932	0.23333	0.9378632558139536	0.8480538947368421	0.9537913734939759
T1D	SCTF0184	positive	ARX	IFNg	empirical_p_condition<0.01; split by rho sign	117	79	primary	True	positive|IFNg|D015	1	79	primary	-0.11954	-0.0076266	0.11489	0.85093	0.9742749275362319	0.9774867741935485	0.9841812553321145
T1D	SCTF0186	positive	ATF2	IFNg	empirical_p_condition<0.01; split by rho sign	36	25	exploratory	True	positive|IFNg|D016	1	25	exploratory	0.22516	0.0080927	0.22017	0.15323	0.9378632558139536	0.8115167701863353	0.9126487372013651
T1D	SCTF0187	positive	ATF3	IFNg	empirical_p_condition<0.01; split by rho sign	119	65	primary	True	positive|IFNg|D017	1	65	primary	0.0022546	0.00013053	0.12812	0.49298	0.9520103092783505	0.9071388679245285	0.961397519729425
T1D	SCTF0188	positive	ATF7	IFNg	empirical_p_condition<0.01; split by rho sign	39	22	exploratory	True	positive|IFNg|D018	1	22	exploratory	-0.10145	-0.0034209	0.22492	0.67403	0.9583579047619047	0.9263193630573249	0.9684740828402367
T1D	SCTF0189	positive	BACH1	IFNg	empirical_p_condition<0.01; split by rho sign	151	98	primary	True	positive|IFNg|D019	1	98	primary	-0.02628	-0.0018666	0.10453	0.59925	0.9520103092783505	0.9215174237288136	0.9663163603603603
T1D	SCTF0190	positive	BACH2	IFNg	empirical_p_condition<0.01; split by rho sign	76	34	primary	True	positive|IFNg|D020	1	34	primary	-0.11403	-0.0047785	0.18885	0.72701	0.9633968695652173	0.9510091361639823	0.9795244015444017
T1D	SCTF0191	positive	BHLHE40	IFNg	empirical_p_condition<0.01; split by rho sign	21	15	exploratory	True	positive|IFNg|D006	2	15	exploratory	-0.21975	-0.0061194	0.28612	0.77876	0.9635505084745762	0.9560569452449568	0.980327671641791
T1D	SCTF0192	positive	BHLHE41	IFNg	empirical_p_condition<0.01; split by rho sign	132	76	primary	True	positive|IFNg|D021	1	76	primary	-0.10778	-0.0067452	0.12196	0.81157	0.9742749275362319	0.9711483707865168	0.9841812553321145
T1D	SCTF0193	positive	BMAL1	IFNg	empirical_p_condition<0.01; split by rho sign	113	68	primary	True	positive|IFNg|D022	1	68	primary	0.1068	0.0063234	0.12727	0.2007	0.9378632558139536	0.8211002764976959	0.9491467914438502
T1D	SCTF0194	positive	CEBPB	IFNg	empirical_p_condition<0.01; split by rho sign	78	38	primary	True	positive|IFNg|D023	1	38	primary	-0.10132	-0.0044882	0.17254	0.72147	0.9633968695652173	0.9485994444444443	0.9795244015444017
T1D	SCTF0195	positive	CEBPD	IFNg	empirical_p_condition<0.01; split by rho sign	82	46	primary	True	positive|IFNg|D024	1	46	primary	-0.36438	-0.017755	0.15943	0.98885	0.9962199999999999	0.99956	0.9958547721822542
T1D	SCTF0196	positive	CEBPG	IFNg	empirical_p_condition<0.01; split by rho sign	93	65	primary	True	positive|IFNg|D025	1	65	primary	-0.1381	-0.0079952	0.12656	0.8624	0.9742749275362319	0.9830553359683795	0.9841812553321145
T1D	SCTF0197	positive	CLOCK	IFNg	empirical_p_condition<0.01; split by rho sign	81	51	primary	True	positive|IFNg|D026	1	51	primary	-0.24183	-0.012406	0.14884	0.94789	0.9800301408450703	0.9915755259975816	0.9841812553321145
T1D	SCTF0198	positive	CPEB1	IFNg	empirical_p_condition<0.01; split by rho sign	25	16	exploratory	True	positive|IFNg|D027	1	16	exploratory	-0.39074	-0.011238	0.25892	0.93435	0.9800301408450703	0.9915755259975816	0.9841812553321145
T1D	SCTF0199	positive	CREB1	IFNg	empirical_p_condition<0.01; split by rho sign	31	21	exploratory	True	positive|IFNg|D028	1	21	exploratory	-0.056232	-0.0018525	0.21984	0.60094	0.9520103092783505	0.9215174237288136	0.9663163603603603
T1D	SCTF0200	positive	CREB3	IFNg	empirical_p_condition<0.01; split by rho sign	93	63	primary	True	positive|IFNg|D029	1	63	primary	0.014654	0.00083527	0.12151	0.45201	0.9520103092783505	0.9003951351351351	0.9537913734939759
