frozen_archetype	motif_family	candidate_TF	annotation_source	membership_evidence	motif_compatibility_level	SCbeta_baseline_expression_logCPM	SCbeta_dynamic_range	max_abs_logFC	DE_in_any_condition	n_dynamic_conditions	usable_for_candidate_TF_assignment
HD/2	HD	GSX1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	GSX2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	HESX1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member	2.398	2.637	1.946	True	6	True
HD/2	HD	HOXA1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	HOXA2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	HOXA5	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	HOXB2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	HOXB3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	HOXB5	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	HOXD3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	HOXD8	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	HXB4	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	ISL1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member	7.774	2.418	2.088	True	7	True
HD/2	HD	ISX	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.175	1.511	0.842	False	0	True
HD/2	HD	LBX1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	LBX2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	LHX2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	LHX3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	LHX4	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member	2.923	3.815	2.061	True	12	True
HD/2	HD	LHX6	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	LHX8	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	LHX9	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	LMX1A	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member	6.658	3.785	2.001	True	7	True
HD/2	HD	LMX1B	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member	6.961	2.199	1.296	True	2	True
HD/2	HD	MEOX1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	MEOX2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	MIX-A	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	MIXL1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	MNX1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member	7.117	2.483	2.016	True	3	True
HD/2	HD	MSX1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	MSX2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	MSX3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	NKX6-1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member	6.099	2.206	1.905	True	2	True
HD/2	HD	NKX6-2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	NOBOX	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	NOTO	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	PAX4	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member	6.832	2.119	1.644	True	6	True
HD/2	HD	PDX1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member	5.824	3.491	2.643	True	8	True
HD/2	HD	POU6F1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.454	3.046	1.727	True	8	True
HD/2	HD	POU6F2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member	5.621	2.821	1.463	True	7	True
HD/2	HD	PRRX1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	PRRX2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	RAX	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	RAX2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	RAXL1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	SHOX	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	SHOX2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	SP7	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	UNCX	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	VAX1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	VAX2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	VENTX	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	VSX1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HD/2	HD	VSX2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=2)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
HIC/1	HIC	HIC1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=187)	exact Vierstra archetype cluster member gene	archetype_cluster_member	1.088	2.728	1.593	True	5	True
HIC/1	HIC	HIC2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=187)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.708	1.93	1.233	True	1	True
IRF/1	IRF	IRF2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=104)	exact Vierstra archetype cluster member gene	archetype_cluster_member	5.86	1.945	1.598	True	2	True
IRF/1	IRF	IRF3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=104)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.724	3.879	2.058	True	6	True
IRF/1	IRF	IRF4	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=104)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
IRF/1	IRF	IRF7	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=104)	exact Vierstra archetype cluster member gene	archetype_cluster_member	1.004	4.152	2.851	True	15	True
IRF/1	IRF	IRF8	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=104)	exact Vierstra archetype cluster member gene	archetype_cluster_member	0.441	2.359	2.04	True	4	False
IRF/1	IRF	IRF9	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=104)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.391	4.262	3.482	True	13	True
IRF/3	IRF	IRF5	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=103)	exact Vierstra archetype cluster member gene	archetype_cluster_member	0.816	2.296	1.659	True	5	False
KAISO	KAISO	KAISO	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=155)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
KAISO	KAISO	ZBTB33	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=155)	exact Vierstra archetype cluster member gene	archetype_cluster_member	2.102	1.605	0.923	False	0	True
KLF/SP/1	KLF/SP	KLF1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=112)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
KLF/SP/1	KLF/SP	KLF12	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=112)	exact Vierstra archetype cluster member gene	archetype_cluster_member	8.452	1.358	0.735	False	0	True
KLF/SP/1	KLF/SP	KLF13	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=112)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.944	2.899	2.188	True	4	True
KLF/SP/1	KLF/SP	KLF14	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=112)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
KLF/SP/1	KLF/SP	KLF16	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=112)	exact Vierstra archetype cluster member gene	archetype_cluster_member	1.669	3.18	1.8	True	13	True
KLF/SP/1	KLF/SP	KLF4	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=112)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
KLF/SP/1	KLF/SP	KLF9	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=112)	exact Vierstra archetype cluster member gene	archetype_cluster_member	0.56	2.411	1.582	True	4	False
KLF/SP/1	KLF/SP	SP1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=112)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.963	1.997	1.319	True	1	True
KLF/SP/1	KLF/SP	SP3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=112)	exact Vierstra archetype cluster member gene	archetype_cluster_member	6.996	0.864	0.491	False	0	True
KLF/SP/1	KLF/SP	SP4	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=112)	exact Vierstra archetype cluster member gene	archetype_cluster_member	5.611	1.021	0.578	False	0	True
KLF/SP/1	KLF/SP	SP8	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=112)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
KLF/SP/2	KLF/SP	EGR1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=109)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.324	4.582	2.837	True	14	True
KLF/SP/2	KLF/SP	EGR2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=109)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
KLF/SP/2	KLF/SP	KLF1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=109)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
KLF/SP/2	KLF/SP	KLF12	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=109)	exact Vierstra archetype cluster member gene	archetype_cluster_member	8.452	1.358	0.735	False	0	True
KLF/SP/2	KLF/SP	KLF3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=109)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.836	1.036	0.59	False	0	True
KLF/SP/2	KLF/SP	KLF4	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=109)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
KLF/SP/2	KLF/SP	KLF5	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=109)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.555	2.921	1.705	True	8	True
KLF/SP/2	KLF/SP	KLF6	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=109)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.922	1.85	1.17	True	2	True
KLF/SP/2	KLF/SP	PATZ1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=109)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.979	2.145	1.241	True	2	True
KLF/SP/2	KLF/SP	RREB1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=109)	exact Vierstra archetype cluster member gene	archetype_cluster_member	7.962	1.005	0.689	False	0	True
KLF/SP/2	KLF/SP	SALL4	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=109)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.281	2.493	1.419	True	5	True
KLF/SP/2	KLF/SP	SP1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=109)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.963	1.997	1.319	True	1	True
KLF/SP/2	KLF/SP	SP2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=109)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.552	2.446	1.23	True	3	True
KLF/SP/2	KLF/SP	SP3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=109)	exact Vierstra archetype cluster member gene	archetype_cluster_member	6.996	0.864	0.491	False	0	True
KLF/SP/2	KLF/SP	SP4	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=109)	exact Vierstra archetype cluster member gene	archetype_cluster_member	5.611	1.021	0.578	False	0	True
KLF/SP/2	KLF/SP	SP5	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=109)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
KLF/SP/2	KLF/SP	VEZF1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=109)	exact Vierstra archetype cluster member gene	archetype_cluster_member	5.274	1.068	0.547	False	0	True
KLF/SP/2	KLF/SP	WT1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=109)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
KLF/SP/2	KLF/SP	ZBT17	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=109)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
KLF/SP/2	KLF/SP	ZN281	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=109)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
MAF	MAF	MAF	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=55)	exact Vierstra archetype cluster member gene	archetype_cluster_member	5.769	3.545	2.208	True	8	True
MAF	MAF	MAFB	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=55)	exact Vierstra archetype cluster member gene	archetype_cluster_member	6.691	2.748	1.671	True	3	True
MAF	MAF	MAFF	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=55)	exact Vierstra archetype cluster member gene	archetype_cluster_member	2.023	3.352	1.949	True	12	True
MAF	MAF	MAFG	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=55)	exact Vierstra archetype cluster member gene	archetype_cluster_member	5.264	1.21	0.608	False	0	True
MAF	MAF	MAFK	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=55)	exact Vierstra archetype cluster member gene	archetype_cluster_member	2.189	2.609	1.684	True	3	True
MAF	MAF	NRL	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=55)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.417	1.612	0.856	False	0	True
MBD2	MBD2	MBD2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=239)	exact Vierstra archetype cluster member gene	archetype_cluster_member	6.265	0.917	0.68	False	0	True
NFAC/2	NFAC	NFAC1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=101)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
NFAC/2	NFAC	PRDM6	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=101)	exact Vierstra archetype cluster member gene	archetype_cluster_member	1.457	2.224	1.119	True	3	True
NFAT/3	NFAT	NFATC1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=102)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
NFAT/4	NFAT	NFATC1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=168)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
NFY	NFY	DUX	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=13)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
NFY	NFY	FOXI1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=13)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
NFY	NFY	NFYA	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=13)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.184	1.193	0.737	False	0	True
NFY	NFY	NFYB	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=13)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.601	2.355	1.579	True	6	True
NFY	NFY	NFYC	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=13)	exact Vierstra archetype cluster member gene	archetype_cluster_member	5.886	0.576	0.331	False	0	True
NFY	NFY	PBX3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=13)	exact Vierstra archetype cluster member gene	archetype_cluster_member	9.644	1.438	0.783	False	0	True
NR/1	NR	HNF4A	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=30)	exact Vierstra archetype cluster member gene	archetype_cluster_member	7.429	2.149	1.112	True	4	True
NR/1	NR	HNF4G	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=30)	exact Vierstra archetype cluster member gene	archetype_cluster_member	6.562	2.249	1.476	True	3	True
NR/1	NR	NR1H2+RXRA	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=30)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
NR/1	NR	NR1H3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=30)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.097	3.061	1.64	True	5	True
NR/1	NR	NR2C2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=30)	exact Vierstra archetype cluster member gene	archetype_cluster_member	7.233	0.594	0.367	False	0	True
NR/1	NR	NR2F1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=30)	exact Vierstra archetype cluster member gene	archetype_cluster_member	1.283	3.051	1.833	True	4	True
NR/1	NR	NR2F6	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=30)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.108	3.195	1.875	True	8	True
NR/1	NR	RXRA	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=30)	exact Vierstra archetype cluster member gene	archetype_cluster_member	6.592	4.42	2.275	True	10	True
NR/1	NR	RXRB	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=30)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.181	1.555	1.028	True	1	True
NR/1	NR	RXRG	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=30)	exact Vierstra archetype cluster member gene	archetype_cluster_member	0.769	2.054	1.21	True	1	False
NR/13	NR	NR2F1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=42)	exact Vierstra archetype cluster member gene	archetype_cluster_member	1.283	3.051	1.833	True	4	True
NR/13	NR	NR2F6	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=42)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.108	3.195	1.875	True	8	True
NR/13	NR	RARA	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=42)	exact Vierstra archetype cluster member gene	archetype_cluster_member	2.639	2.412	1.293	True	2	True
NR/13	NR	RARB	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=42)	exact Vierstra archetype cluster member gene	archetype_cluster_member	1.635	4.604	2.826	True	7	True
NR/13	NR	RARG	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=42)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
NR/13	NR	RORA	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=42)	exact Vierstra archetype cluster member gene	archetype_cluster_member	10.421	1.206	0.809	False	0	True
NR/18	NR	NR1A4+RXRA	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=47)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
NR/18	NR	NR1H4	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=47)	exact Vierstra archetype cluster member gene	archetype_cluster_member	2.736	4.364	2.562	True	9	True
NR/18	NR	NR4A2+RXRA	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=47)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
NR/20	NR	ANDR	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=248)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
NR/20	NR	AR	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=248)	exact Vierstra archetype cluster member gene	archetype_cluster_member	2.686	2.752	1.768	True	4	True
NR/20	NR	GCR	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=248)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
NR/20	NR	NR3C1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=248)	exact Vierstra archetype cluster member gene	archetype_cluster_member	9.309	2.115	1.156	True	2	True
NR/20	NR	NR3C2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=248)	exact Vierstra archetype cluster member gene	archetype_cluster_member	6.625	1.601	0.971	False	0	True
NR/20	NR	PRGR	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=248)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
NR/4	NR	RXRA	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=33)	exact Vierstra archetype cluster member gene	archetype_cluster_member	6.592	4.42	2.275	True	10	True
NR/4	NR	RXRG	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=33)	exact Vierstra archetype cluster member gene	archetype_cluster_member	0.769	2.054	1.21	True	1	False
NRF1	NRF1	NRF1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=192)	exact Vierstra archetype cluster member gene	archetype_cluster_member	6.919	0.793	0.422	False	0	True
OCT4+SOX2	OCT4+SOX2	NANOG	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=84)	exact Vierstra archetype cluster member gene	archetype_cluster_member	0.869	1.377	0.762	False	0	False
OCT4+SOX2	OCT4+SOX2	PO3F1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=84)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
OCT4+SOX2	OCT4+SOX2	PO5F1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=84)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
OCT4+SOX2	OCT4+SOX2	POU5F1+SOX2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=84)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
OCT4+SOX2	OCT4+SOX2	SOX2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=84)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
OSR2	OSR2	OSR2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=130)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
PAX/1	PAX	PAX1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=281)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
PAX/1	PAX	PAX2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=281)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
PAX/1	PAX	PAX5	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=281)	exact Vierstra archetype cluster member gene	archetype_cluster_member	1.273	2.86	1.85	True	4	True
PAX/1	PAX	PAX6	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=281)	exact Vierstra archetype cluster member gene	archetype_cluster_member	8.771	2.298	1.632	True	2	True
PAX/1	PAX	PAX9	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=281)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
POU/1	POU	PO2F1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=85)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
POU/1	POU	PO2F2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=85)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
POU/1	POU	POU1F1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=85)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
POU/1	POU	POU2F1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=85)	exact Vierstra archetype cluster member gene	archetype_cluster_member	7.205	0.68	0.382	False	0	True
POU/1	POU	POU2F2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=85)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.546	4.129	2.6	True	14	True
POU/1	POU	POU2F3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=85)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
POU/1	POU	POU3F1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=85)	exact Vierstra archetype cluster member gene	archetype_cluster_member	1.258	2.849	1.876	True	1	True
POU/1	POU	POU3F2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=85)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
