TF	condition	database	n_query_genes	n_positive_rho_genes	n_negative_rho_genes	n_background_genes	n_pathways_tested	query_status	n_pathways_with_overlap	n_pathways_FDR_lt_0.05	minimum_P	minimum_BH_FDR
FOXP2	IFNg	GO_BP	58	22	34	20749	5392	testable	528	0	0.0003406344125947841	0.9219006958034895
FOXP2	IFNg	Hallmark	58	22	34	20749	50	testable	22	0	0.007076233477052762	0.3240182679637537
FOXP2	IFNg	Reactome	58	22	34	20749	1816	testable	230	0	0.0040675780039815266	1.0
FOXP2	dex	GO_BP	143	58	84	20749	5392	testable	807	0	2.3929679716612514e-05	0.07042098499590092
FOXP2	dex	Hallmark	143	58	84	20749	50	testable	32	0	0.020225384616224445	0.5733958603161674
FOXP2	dex	Reactome	143	58	84	20749	1816	testable	381	0	0.0006016253826618711	1.0
FOXP2	palmitate	GO_BP	172	78	89	20749	5392	testable	1003	0	0.00028954160365179347	0.7244784701888164
FOXP2	palmitate	Hallmark	172	78	89	20749	50	testable	33	0	0.0062694022334650245	0.18089583540704707
FOXP2	palmitate	Reactome	172	78	89	20749	1816	testable	439	0	0.0003494486532694225	0.2522967928653173
GABPA	3-cyt	GO_BP	202	90	111	20749	5392	testable	996	0	0.0009250822676902338	1.0
GABPA	3-cyt	Hallmark	202	90	111	20749	50	testable	35	0	0.02182572457841016	0.6980020415112935
GABPA	3-cyt	Reactome	202	90	111	20749	1816	testable	626	0	0.00036042809183511323	0.6545374147725657
GABPA	Ex-4_HG	GO_BP	66	24	38	20749	5392	testable	597	0	0.00019161794759334954	0.44775244427351507
GABPA	Ex-4_HG	Hallmark	66	24	38	20749	50	testable	25	0	0.06706466661356171	0.9119144655349131
GABPA	Ex-4_HG	Reactome	66	24	38	20749	1816	testable	336	0	0.0004799608118358718	0.8716088342939432
GABPA	IFNg	GO_BP	129	76	51	20749	5392	testable	796	0	0.00012083030264439681	0.5574633115329827
GABPA	IFNg	Hallmark	129	76	51	20749	50	testable	29	0	0.014395956675976465	0.502698568296728
GABPA	IFNg	Reactome	129	76	51	20749	1816	testable	426	0	0.0024302391157548777	1.0
GABPA	dex	GO_BP	153	59	93	20749	5392	testable	1139	0	6.709147462639965e-05	0.22207536321419596
GABPA	dex	Hallmark	153	59	93	20749	50	testable	36	0	0.003079798839576846	0.1539899419788423
GABPA	dex	Reactome	153	59	93	20749	1816	testable	482	0	0.0003167285411848871	0.5026747282027564
GABPA	palmitate	GO_BP	176	120	51	20749	5392	testable	917	0	0.00043540858723109966	0.8083325649145382
GABPA	palmitate	Hallmark	176	120	51	20749	50	testable	36	0	0.005578060382352773	0.27890301911763865
GABPA	palmitate	Reactome	176	120	51	20749	1816	testable	453	0	0.0029593040436695765	1.0
GATA4	3-cyt	GO_BP	106	59	46	20749	5392	testable	859	0	0.00016119114220230075	0.8062358476389412
GATA4	3-cyt	Hallmark	106	59	46	20749	50	testable	21	0	0.06456192731666552	1.0
GATA4	3-cyt	Reactome	106	59	46	20749	1816	testable	367	0	0.0016502626940818436	1.0
GATA4	Ex-4_HG	GO_BP	103	68	31	20749	5392	testable	664	0	0.0003613360586579162	1.0
GATA4	Ex-4_HG	Hallmark	103	68	31	20749	50	testable	31	0	0.0043728641669979595	0.21864320834989798
GATA4	Ex-4_HG	Reactome	103	68	31	20749	1816	testable	378	0	0.001943420326887582	0.9441245392344854
GATA4	IFNg	GO_BP	126	69	55	20749	5392	testable	733	0	0.00021776665902934573	0.5870989127431161
GATA4	IFNg	Hallmark	126	69	55	20749	50	testable	28	0	0.03982528663260264	0.8053576041921781
GATA4	IFNg	Reactome	126	69	55	20749	1816	testable	318	0	0.007574167377468275	1.0
GATA4	dex	GO_BP	203	153	49	20749	5392	testable	777	0	0.0022698685823051017	1.0
GATA4	dex	Hallmark	203	153	49	20749	50	testable	22	0	0.06004428182320283	1.0
GATA4	dex	Reactome	203	153	49	20749	1816	testable	413	0	0.004796139204621656	1.0
GATA4	palmitate	GO_BP	156	117	34	20749	5392	testable	903	0	0.00021726235641913484	1.0
GATA4	palmitate	Hallmark	156	117	34	20749	50	testable	33	0	0.02321227692135526	0.6979937347988626
GATA4	palmitate	Reactome	156	117	34	20749	1816	testable	295	0	0.0015266281097110438	1.0
GATA6	3-cyt	GO_BP	188	133	54	20749	5392	testable	1107	8	4.15060583699126e-11	2.2380066673056874e-07
GATA6	3-cyt	Hallmark	188	133	54	20749	50	testable	36	0	0.005653620319387813	0.28268101596939066
GATA6	3-cyt	Reactome	188	133	54	20749	1816	testable	613	40	4.721238479809293e-13	2.6602375480693285e-10
GATA6	Ex-4_HG	GO_BP	114	58	52	20749	5392	testable	743	0	0.0002305068629676144	0.9206609523216915
GATA6	Ex-4_HG	Hallmark	114	58	52	20749	50	testable	29	0	0.001483811072681372	0.05145711144017428
GATA6	Ex-4_HG	Reactome	114	58	52	20749	1816	testable	461	0	0.0015933229632188561	1.0
GATA6	IFNg	GO_BP	106	30	74	20749	5392	testable	629	0	0.00038264959187251155	0.9564348522552054
GATA6	IFNg	Hallmark	106	30	74	20749	50	testable	27	0	0.008818638703731901	0.2414952918387748
GATA6	IFNg	Reactome	106	30	74	20749	1816	testable	349	0	0.0016502626940818436	1.0
GATA6	dex	GO_BP	100	55	44	20749	5392	testable	564	0	0.00022780011730706603	1.0
GATA6	dex	Hallmark	100	55	44	20749	50	testable	20	0	0.08836456686171978	1.0
GATA6	dex	Reactome	100	55	44	20749	1816	testable	276	0	5.107108426923209e-05	0.07150384338176285
GATA6	palmitate	GO_BP	102	66	31	20749	5392	testable	513	0	0.0006572449324069906	1.0
GATA6	palmitate	Hallmark	102	66	31	20749	50	testable	19	0	0.14092082931931166	1.0
GATA6	palmitate	Reactome	102	66	31	20749	1816	testable	251	0	0.01211823263192282	1.0
GMEB1	3-cyt	GO_BP	93	62	30	20749	5392	testable	620	0	0.0005468031243955579	0.9631684377847203
GMEB1	3-cyt	Hallmark	93	62	30	20749	50	testable	15	0	0.0552896550923823	1.0
GMEB1	3-cyt	Reactome	93	62	30	20749	1816	testable	290	0	0.0005468031243955579	0.793292276694826
GMEB1	Ex-4_HG	GO_BP	159	98	57	20749	5392	testable	1028	0	0.00022979905422111568	0.7747919208796197
GMEB1	Ex-4_HG	Hallmark	159	98	57	20749	50	testable	35	0	0.019304144950952538	0.8820158065640533
GMEB1	Ex-4_HG	Reactome	159	98	57	20749	1816	testable	427	0	0.003662005267024426	1.0
GMEB1	IFNg	GO_BP	7	4	1	20749	5392	insufficient_lt10	0	0		
GMEB1	IFNg	Hallmark	7	4	1	20749	50	insufficient_lt10	0	0		
GMEB1	IFNg	Reactome	7	4	1	20749	1816	insufficient_lt10	0	0		
GMEB1	dex	GO_BP	101	86	14	20749	5392	testable	623	0	0.0003474618698512474	1.0
GMEB1	dex	Hallmark	101	86	14	20749	50	testable	26	0	0.042687866307751045	0.8365703356860482
GMEB1	dex	Reactome	101	86	14	20749	1816	testable	344	0	0.002761102152011887	1.0
GMEB1	palmitate	GO_BP	113	100	8	20749	5392	testable	807	0	5.846076056472026e-05	0.31522042096497166
GMEB1	palmitate	Hallmark	113	100	8	20749	50	testable	25	0	0.0411500233672648	0.745510954839135
GMEB1	palmitate	Reactome	113	100	8	20749	1816	testable	379	0	0.001546822785333445	1.0
GMEB2	3-cyt	GO_BP	209	125	83	20749	5392	testable	1101	0	0.00033785130414185066	1.0
GMEB2	3-cyt	Hallmark	209	125	83	20749	50	testable	36	0	0.00756688752767635	0.2896406867880805
GMEB2	3-cyt	Reactome	209	125	83	20749	1816	testable	507	0	0.0052311547896193135	1.0
GMEB2	Ex-4_HG	GO_BP	184	114	66	20749	5392	testable	794	0	0.00010377552086181666	0.5595576084869155
GMEB2	Ex-4_HG	Hallmark	184	114	66	20749	50	testable	23	0	0.10355940381663596	1.0
GMEB2	Ex-4_HG	Reactome	184	114	66	20749	1816	testable	369	0	0.0030779348720597565	1.0
GMEB2	IFNg	GO_BP	136	114	20	20749	5392	testable	731	0	0.00012739326838703168	0.6869045031428748
GMEB2	IFNg	Hallmark	136	114	20	20749	50	testable	32	0	0.045700556198384625	1.0
GMEB2	IFNg	Reactome	136	114	20	20749	1816	testable	338	0	0.0004209979542428555	0.5709339872694267
GMEB2	dex	GO_BP	85	62	22	20749	5392	testable	466	0	0.00016453047086303414	0.88714829889348
GMEB2	dex	Hallmark	85	62	22	20749	50	testable	13	0	0.0045370943199398535	0.17014834887213476
GMEB2	dex	Reactome	85	62	22	20749	1816	testable	266	0	0.007505680484366181	1.0
GMEB2	palmitate	GO_BP	159	117	37	20749	5392	testable	782	0	0.0005747714546584715	1.0
GMEB2	palmitate	Hallmark	159	117	37	20749	50	testable	29	0	0.02438413062816703	1.0
GMEB2	palmitate	Reactome	159	117	37	20749	1816	testable	326	0	0.0013111489943273516	1.0
HESX1	3-cyt	GO_BP	62	29	32	20749	5392	testable	334	0	0.0003566070636310121	1.0
HESX1	3-cyt	Hallmark	62	29	32	20749	50	testable	10	0	0.055398360710581546	1.0
HESX1	3-cyt	Reactome	62	29	32	20749	1816	testable	302	0	0.0016122854751814653	1.0
HESX1	Ex-4_HG	GO_BP	17	7	6	20749	5392	testable	186	0	0.0019229428986872838	1.0
HESX1	Ex-4_HG	Hallmark	17	7	6	20749	50	testable	8	0	0.04177667789549715	0.7618911366079766
HESX1	Ex-4_HG	Reactome	17	7	6	20749	1816	testable	56	0	0.0065368672614352225	1.0
HESX1	IFNg	GO_BP	59	22	35	20749	5392	testable	354	0	0.000515104903427561	1.0
HESX1	IFNg	Hallmark	59	22	35	20749	50	testable	15	0	0.025478763964399045	0.7205720047964725
HESX1	IFNg	Reactome	59	22	35	20749	1816	testable	388	2	5.518016617813548e-06	0.006215150661369895
HESX1	dex	GO_BP	131	81	49	20749	5392	testable	649	0	0.00027908513623448576	1.0
HESX1	dex	Hallmark	131	81	49	20749	50	testable	32	0	0.039791486155988175	0.6637894703038941
HESX1	dex	Reactome	131	81	49	20749	1816	testable	380	0	0.0004322798806020733	0.5353728228802674
HESX1	palmitate	GO_BP	175	125	45	20749	5392	testable	681	0	0.00021101539798035136	1.0
HESX1	palmitate	Hallmark	175	125	45	20749	50	testable	32	0	0.011024224353047118	0.5512112176523559
HESX1	palmitate	Reactome	175	125	45	20749	1816	testable	475	0	0.0013293420564680061	1.0
HIC1	3-cyt	GO_BP	73	31	41	20749	5392	testable	530	0	1.818293219117786e-05	0.09804237037483102
HIC1	3-cyt	Hallmark	73	31	41	20749	50	testable	14	0	0.04419112948125958	1.0
HIC1	3-cyt	Reactome	73	31	41	20749	1816	testable	244	0	0.00010256308123674464	0.05901402214886956
HIC1	Ex-4_HG	GO_BP	173	71	98	20749	5392	testable	1018	0	0.0006798718630169533	1.0
HIC1	Ex-4_HG	Hallmark	173	71	98	20749	50	testable	32	0	0.010527092007533122	0.526354600376656
HIC1	Ex-4_HG	Reactome	173	71	98	20749	1816	testable	390	0	0.0023943420757597516	1.0
HIC1	IFNg	GO_BP	130	62	66	20749	5392	testable	642	0	0.0001644700757860363	0.8868226486383077
HIC1	IFNg	Hallmark	130	62	66	20749	50	testable	32	0	0.0026863702809882075	0.13431851404941036
HIC1	IFNg	Reactome	130	62	66	20749	1816	testable	254	0	0.0020646375390352277	1.0
HIC1	dex	GO_BP	182	42	139	20749	5392	testable	933	0	0.00040897764745153687	1.0
HIC1	dex	Hallmark	182	42	139	20749	50	testable	28	0	0.027323532905167636	0.6393378892648021
HIC1	dex	Reactome	182	42	139	20749	1816	testable	641	0	3.599112779462437e-05	0.06535988807503786
HIC1	palmitate	GO_BP	81	44	32	20749	5392	testable	474	0	0.000491298136062227	1.0
HIC1	palmitate	Hallmark	81	44	32	20749	50	testable	17	0	0.06350011419049345	1.0
HIC1	palmitate	Reactome	81	44	32	20749	1816	testable	281	0	0.0011205322610147582	1.0
HIC2	3-cyt	GO_BP	57	38	18	20749	5392	testable	440	0	1.0731452874590686e-05	0.05786399389979298
HIC2	3-cyt	Hallmark	57	38	18	20749	50	testable	18	0	0.005853239263641247	0.2926619631820624
HIC2	3-cyt	Reactome	57	38	18	20749	1816	testable	208	0	0.00026364372588051865	0.19913831295755557
HIC2	Ex-4_HG	GO_BP	155	81	70	20749	5392	testable	740	0	0.000815485196725604	1.0
HIC2	Ex-4_HG	Hallmark	155	81	70	20749	50	testable	30	0	0.04246842889764951	1.0
HIC2	Ex-4_HG	Reactome	155	81	70	20749	1816	testable	333	0	0.009644888218876766	1.0
HIC2	IFNg	GO_BP	48	33	13	20749	5392	testable	242	0	0.0018966296027950564	1.0
HIC2	IFNg	Hallmark	48	33	13	20749	50	testable	15	0	0.11359625690876653	1.0
HIC2	IFNg	Reactome	48	33	13	20749	1816	testable	160	0	0.009222061958082079	1.0
HIC2	dex	GO_BP	98	67	30	20749	5392	testable	622	0	6.603951569813924e-05	0.2949105991340927
HIC2	dex	Hallmark	98	67	30	20749	50	testable	18	0	0.03898516659902532	1.0
HIC2	dex	Reactome	98	67	30	20749	1816	testable	287	0	0.0048136346659611905	1.0
HIC2	palmitate	GO_BP	129	89	35	20749	5392	testable	721	0	0.0005660031426521956	1.0
HIC2	palmitate	Hallmark	129	89	35	20749	50	testable	31	0	0.009590068590939386	0.4795034295469693
HIC2	palmitate	Reactome	129	89	35	20749	1816	testable	415	0	0.00028419825175754113	0.19815663117530158
HLF	3-cyt	GO_BP	161	64	96	20749	5392	testable	900	0	6.183309551295937e-05	0.33340405100587694
HLF	3-cyt	Hallmark	161	64	96	20749	50	testable	23	0	0.13354235043350246	1.0
HLF	3-cyt	Reactome	161	64	96	20749	1816	testable	350	0	0.0020402851634609594	1.0
HLF	Ex-4_HG	GO_BP	114	49	61	20749	5392	testable	771	0	0.0010504259379994086	1.0
HLF	Ex-4_HG	Hallmark	114	49	61	20749	50	testable	26	0	0.011307477156011051	0.2603256587326768
HLF	Ex-4_HG	Reactome	114	49	61	20749	1816	testable	393	0	0.004402238890759896	1.0
HLF	IFNg	GO_BP	168	123	43	20749	5392	testable	848	3	1.2905791386844838e-06	0.006102618486520704
HLF	IFNg	Hallmark	168	123	43	20749	50	testable	38	0	0.029199524243725825	0.6767984391566527
HLF	IFNg	Reactome	168	123	43	20749	1816	testable	419	22	3.3480726731379993e-07	0.00040212269872983455
HLF	dex	GO_BP	177	71	105	20749	5392	testable	879	0	0.0014774167135482815	1.0
HLF	dex	Hallmark	177	71	105	20749	50	testable	34	1	0.0005674872360122819	0.028374361800614093
HLF	dex	Reactome	177	71	105	20749	1816	testable	336	0	0.0025044148437124657	1.0
HLF	palmitate	GO_BP	192	135	52	20749	5392	testable	1012	0	0.0006776324698485334	0.9332280307671593
HLF	palmitate	Hallmark	192	135	52	20749	50	testable	40	0	0.002946455876319506	0.1473227938159753
HLF	palmitate	Reactome	192	135	52	20749	1816	testable	372	0	0.004434633844334388	1.0
HNF1A	3-cyt	GO_BP	87	34	52	20749	5392	testable	457	0	6.054979606183815e-05	0.3264845003654313
HNF1A	3-cyt	Hallmark	87	34	52	20749	50	testable	19	0	0.01437391821064749	0.7186959105323745
HNF1A	3-cyt	Reactome	87	34	52	20749	1816	testable	239	0	0.0004990497022858664	0.9062742593511334
HNF1A	Ex-4_HG	GO_BP	108	62	42	20749	5392	testable	736	0	0.0005541793248935982	1.0
HNF1A	Ex-4_HG	Hallmark	108	62	42	20749	50	testable	26	0	0.01840914590578126	0.5507270380234371
HNF1A	Ex-4_HG	Reactome	108	62	42	20749	1816	testable	297	0	5.852992945007407e-05	0.10629035188133451
HNF1A	IFNg	GO_BP	106	73	31	20749	5392	testable	669	0	0.00047588572556716055	1.0
HNF1A	IFNg	Hallmark	106	73	31	20749	50	testable	31	1	0.00046013578596981725	0.023006789298490864
HNF1A	IFNg	Reactome	106	73	31	20749	1816	testable	420	0	0.0001273463235109342	0.08922978509925528
HNF1A	dex	GO_BP	126	86	39	20749	5392	testable	836	0	0.00045607735451542005	1.0
HNF1A	dex	Hallmark	126	86	39	20749	50	testable	32	0	0.0013188156894693047	0.06594078447346523
HNF1A	dex	Reactome	126	86	39	20749	1816	testable	350	0	0.0002311236849829156	0.4197206119289747
HNF1A	palmitate	GO_BP	76	63	8	20749	5392	testable	458	0	0.0003925203892629385	1.0
HNF1A	palmitate	Hallmark	76	63	8	20749	50	testable	23	0	0.013140795566677358	0.657039778333868
HNF1A	palmitate	Reactome	76	63	8	20749	1816	testable	178	0	0.0001415779761626186	0.2571056047113154
HNF1B	3-cyt	GO_BP	152	74	77	20749	5392	testable	749	0	0.00036014836281146454	1.0
HNF1B	3-cyt	Hallmark	152	74	77	20749	50	testable	26	0	0.0301469029064969	1.0
HNF1B	3-cyt	Reactome	152	74	77	20749	1816	testable	347	0	0.00027353627708596263	0.49674187918810814
HNF1B	Ex-4_HG	GO_BP	162	73	85	20749	5392	testable	704	0	0.003181501947439625	1.0
HNF1B	Ex-4_HG	Hallmark	162	73	85	20749	50	testable	33	0	0.030739029996379116	0.8049607536275991
HNF1B	Ex-4_HG	Reactome	162	73	85	20749	1816	testable	332	0	0.003181501947439625	1.0
HNF1B	IFNg	GO_BP	161	110	49	20749	5392	testable	496	0	0.0008753770422436847	1.0
HNF1B	IFNg	Hallmark	161	110	49	20749	50	testable	28	0	0.09551115153373062	1.0
HNF1B	IFNg	Reactome	161	110	49	20749	1816	testable	245	0	0.010372700881045346	1.0
HNF1B	dex	GO_BP	154	83	70	20749	5392	testable	789	0	0.003440125528815262	1.0
HNF1B	dex	Hallmark	154	83	70	20749	50	testable	29	0	0.017382912798455524	0.779125823640107
HNF1B	dex	Reactome	154	83	70	20749	1816	testable	343	0	0.004528461572060176	1.0
HNF1B	palmitate	GO_BP	129	81	43	20749	5392	testable	621	0	0.001341884051194131	1.0
HNF1B	palmitate	Hallmark	129	81	43	20749	50	testable	21	0	0.1707457756570127	1.0
HNF1B	palmitate	Reactome	129	81	43	20749	1816	testable	297	0	0.013044313431254052	1.0
HNF4A	3-cyt	GO_BP	84	45	38	20749	5392	testable	430	0	0.00387715392755592	1.0
HNF4A	3-cyt	Hallmark	84	45	38	20749	50	testable	21	0	0.11465992597195976	1.0
HNF4A	3-cyt	Reactome	84	45	38	20749	1816	testable	334	0	0.0012271366392831216	1.0
HNF4A	Ex-4_HG	GO_BP	128	75	49	20749	5392	testable	770	0	0.0010807935104032646	1.0
HNF4A	Ex-4_HG	Hallmark	128	75	49	20749	50	testable	30	0	0.004065278143207259	0.20326390716036294
HNF4A	Ex-4_HG	Reactome	128	75	49	20749	1816	testable	352	0	0.0005374287139105287	0.9253147871063949
HNF4A	IFNg	GO_BP	7	4	1	20749	5392	insufficient_lt10	0	0		
HNF4A	IFNg	Hallmark	7	4	1	20749	50	insufficient_lt10	0	0		
HNF4A	IFNg	Reactome	7	4	1	20749	1816	insufficient_lt10	0	0		
HNF4A	dex	GO_BP	177	106	70	20749	5392	testable	1081	0	0.0009532487381329858	1.0
HNF4A	dex	Hallmark	177	106	70	20749	50	testable	38	0	0.004909952185712425	0.24549760928562125
HNF4A	dex	Reactome	177	106	70	20749	1816	testable	465	0	0.0001268795265555112	0.23041322022480834
HNF4A	palmitate	GO_BP	70	38	27	20749	5392	testable	453	0	0.0003575651943290061	1.0
HNF4A	palmitate	Hallmark	70	38	27	20749	50	testable	24	0	0.013344347481691183	0.6223124479937366
HNF4A	palmitate	Reactome	70	38	27	20749	1816	testable	382	0	0.0006818790683447893	0.8855719044702722
HNF4G	3-cyt	GO_BP	63	28	34	20749	5392	testable	346	0	2.107115681445122e-05	0.09272347350917381
HNF4G	3-cyt	Hallmark	63	28	34	20749	50	testable	26	0	0.002763923876316113	0.13819619381580567
HNF4G	3-cyt	Reactome	63	28	34	20749	1816	testable	153	0	0.00032218130994814424	0.58508125886583
HNF4G	Ex-4_HG	GO_BP	101	37	60	20749	5392	testable	713	0	3.090252675598642e-05	0.16662642426827878
HNF4G	Ex-4_HG	Hallmark	101	37	60	20749	50	testable	23	0	0.013723849519854173	0.6861924759927087
HNF4G	Ex-4_HG	Reactome	101	37	60	20749	1816	testable	393	1	2.1698559978713442e-05	0.03940458492134361
HNF4G	IFNg	GO_BP	18	4	12	20749	5392	testable	169	0	0.0026004032071147245	1.0
HNF4G	IFNg	Hallmark	18	4	12	20749	50	testable	14	0	0.04418009352313455	0.5266104838675877
HNF4G	IFNg	Reactome	18	4	12	20749	1816	testable	85	0	0.0034657841356616715	1.0
HNF4G	dex	GO_BP	118	71	46	20749	5392	testable	491	0	0.0006610154394057306	1.0
HNF4G	dex	Hallmark	118	71	46	20749	50	testable	25	0	0.02492699488598684	0.6492623873446015
HNF4G	dex	Reactome	118	71	46	20749	1816	testable	347	0	0.0028706521537695323	1.0
HNF4G	palmitate	GO_BP	107	52	50	20749	5392	testable	644	0	0.0005395199796125875	1.0
HNF4G	palmitate	Hallmark	107	52	50	20749	50	testable	24	0	0.05227650651026974	0.8998368629897723
HNF4G	palmitate	Reactome	107	52	50	20749	1816	testable	369	0	0.0014056896323878388	1.0
ID2	3-cyt	GO_BP	86	54	31	20749	5392	testable	627	0	0.00016683153372914572	0.8374248677858401
ID2	3-cyt	Hallmark	86	54	31	20749	50	testable	24	0	0.01828697599844703	0.7579065428014824
ID2	3-cyt	Reactome	86	54	31	20749	1816	testable	163	0	0.0018210733983061603	1.0
ID2	Ex-4_HG	GO_BP	63	21	38	20749	5392	testable	584	0	0.0016641863008968192	1.0
ID2	Ex-4_HG	Hallmark	63	21	38	20749	50	testable	23	0	0.010715635597305926	0.43912748895612885
ID2	Ex-4_HG	Reactome	63	21	38	20749	1816	testable	199	0	0.003210356239546804	1.0
ID2	IFNg	GO_BP	136	90	44	20749	5392	testable	847	0	0.0004209979542428555	1.0
ID2	IFNg	Hallmark	136	90	44	20749	50	testable	33	0	0.045700556198384625	0.7903446695752262
ID2	IFNg	Reactome	136	90	44	20749	1816	testable	428	0	0.0014897157510074539	0.8417863671615936
ID2	dex	GO_BP	125	59	65	20749	5392	testable	904	0	3.9609512542149225e-05	0.12167218812923138
ID2	dex	Hallmark	125	59	65	20749	50	testable	29	0	0.008608181494961243	0.4207223415824534
ID2	dex	Reactome	125	59	65	20749	1816	testable	405	0	0.000984484404657167	0.8676136110980914
ID2	palmitate	GO_BP	156	101	50	20749	5392	testable	689	0	0.0008259694101549077	1.0
ID2	palmitate	Hallmark	156	101	50	20749	50	testable	32	0	0.0033469485257150104	0.16734742628575053
ID2	palmitate	Reactome	156	101	50	20749	1816	testable	326	0	0.0008259694101549077	1.0
IRF2	3-cyt	GO_BP	28	22	5	20749	5392	testable	382	0	0.0003071978410510296	0.6414567401346628
IRF2	3-cyt	Hallmark	28	22	5	20749	50	testable	12	0	0.0012340617337705804	0.05583585352797758
IRF2	3-cyt	Reactome	28	22	5	20749	1816	testable	264	0	0.00018239829635065263	0.3312353061727852
IRF2	Ex-4_HG	GO_BP	52	22	26	20749	5392	testable	376	0	0.001641242727819665	1.0
IRF2	Ex-4_HG	Hallmark	52	22	26	20749	50	testable	18	0	0.020120960055385814	0.49709925169622576
IRF2	Ex-4_HG	Reactome	52	22	26	20749	1816	testable	266	0	0.0013541450707297122	1.0
IRF2	IFNg	GO_BP	137	77	58	20749	5392	testable	816	1	2.723252362641102e-06	0.014683776739360822
IRF2	IFNg	Hallmark	137	77	58	20749	50	testable	29	2	8.734139735207316e-05	0.0043670698676036585
IRF2	IFNg	Reactome	137	77	58	20749	1816	testable	372	0	0.0003573333494535205	0.6489173626075933
IRF2	dex	GO_BP	157	111	45	20749	5392	testable	695	0	0.0012117213825226327	1.0
IRF2	dex	Hallmark	157	111	45	20749	50	testable	31	0	0.030947943485340745	0.7199757163438862
IRF2	dex	Reactome	157	111	45	20749	1816	testable	392	0	0.00022139053686991622	0.40204521495576784
IRF2	palmitate	GO_BP	197	118	74	20749	5392	testable	1068	0	0.0013119979997897402	1.0
IRF2	palmitate	Hallmark	197	118	74	20749	50	testable	37	0	0.0064346346098545035	0.3217317304927252
IRF2	palmitate	Reactome	197	118	74	20749	1816	testable	508	0	0.003090195079645466	1.0
IRF3	3-cyt	GO_BP	76	41	34	20749	5392	testable	536	0	0.00010694893633452277	0.5766686647157467
IRF3	3-cyt	Hallmark	76	41	34	20749	50	testable	11	0	0.07079390549359514	1.0
IRF3	3-cyt	Reactome	76	41	34	20749	1816	testable	246	0	0.005747533604618344	1.0
IRF3	Ex-4_HG	GO_BP	86	43	39	20749	5392	testable	518	0	0.00016843159223527162	0.679300511117381
IRF3	Ex-4_HG	Hallmark	86	43	39	20749	50	testable	26	0	0.030316261712059298	1.0
IRF3	Ex-4_HG	Reactome	86	43	39	20749	1816	testable	265	0	0.0037438693610786305	1.0
IRF3	IFNg	GO_BP	120	92	26	20749	5392	testable	780	0	0.0006176412553085746	1.0
IRF3	IFNg	Hallmark	120	92	26	20749	50	testable	30	0	0.08122135452655149	0.9308899687155311
IRF3	IFNg	Reactome	120	92	26	20749	1816	testable	497	0	0.0012699029342277178	0.8326127954234083
IRF3	dex	GO_BP	174	113	60	20749	5392	testable	782	0	0.00020861053399029517	0.7457435188461502
